"id","td_id","catalog_id","manufacturer_id","active","language","code","title","slug","meta_title","meta_keywords","meta_description","content","short_description","first_page","offer","stock","created_at","updated_at","type","search_code"
"3493431",,"1","207","active","ro","LM2627","MoS2 LEICHTLAUF 10W-40; 4L","mos2-leichtlauf-10w-40-4l-lm2627","LM2627","ulei; motor; liqui; moly;","Ulei de motor Liqui Moly MoS2 LEICHTLAUF 10W-40","<p>Ulei de motor Liqui Moly MoS2 LEICHTLAUF 10W-40.</p>

<p>Lubrifiant produs prin tehnologii moderne si amestec de<strong> uleiuri minerale si sintetice</strong>, potrivit <strong>uzului permanent</strong>, cu proprietati de <strong>reducere a frecarii</strong>. Continutul ridicat de MoS2 (Bisulfura de Molibden) asigura<strong> lubrifierea optima</strong> in conditii extreme, si permite schimbarea la intervale&nbsp;mari de timp.</p>

<p><strong>Proprietati</strong>&nbsp;</p>

<p>-nu dauneaza autoturismelor dotate cu catalizator</p>

<p>-ajuta&nbsp;pornirea la&nbsp;rece</p>

<p>-nu isi pierde caracteristicile&nbsp;in timp</p>

<p>-mentine motorul curat</p>

<p><strong>Aprobari</strong></p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"">
	<tbody>
		<tr>
			<td>ACEA A3/B4</td>
			<td>&nbsp;API SL/CF</td>
		</tr>
	</tbody>
</table>

<p><strong>Specificatii tehnice</strong></p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>Clasa vascozitate</td>
			<td>10W-40</td>
		</tr>
		<tr>
			<td>Vascozitate la 40&ordm;C</td>
			<td>88 mm&sup2;/s</td>
		</tr>
		<tr>
			<td>Vascozitate la 100&ordm;C</td>
			<td>14,0 mm&sup2;/s</td>
		</tr>
		<tr>
			<td>Index de vascozitate</td>
			<td>164 DIN ISO 2909</td>
		</tr>
		<tr>
			<td>Punct de aprindere</td>
			<td>230 &deg;C DIN ISO 2592</td>
		</tr>
		<tr>
			<td>Punct de curgere</td>
			<td>-36 &deg;C DIN ISO 3016</td>
		</tr>
		<tr>
			<td>Sulfate ash</td>
			<td>1,0 - 1,6 g/100g DIN 51575</td>
		</tr>
		<tr>
			<td>Total base number</td>
			<td>9,0 mg KOH/g DIN ISO 3771</td>
		</tr>
		<tr>
			<td>High temperature/ High shear viscosity</td>
			<td>3,5 mPas ASTM D5481</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>

<p><strong>&nbsp;Liqui Moly MoS2 LEICHTLAUF 10W-40 este fabricat in Germania.</strong></p>
","Ulei de motor Liqui Moly MoS2 LEICHTLAUF 10W-40","yes","no","in_supplier_stock","12/10/2016 14:46:31","31/10/2016 13:35:13","",""
"3493543",,"1","585","active","ro","8090"," Total Transmission TM 80W-90; 1L","total-transmission-tm-80w-90-1l-8090"," Total Transmission TM 80W-90","Uleiuri auto; ulei cutie viteze;total; transmission"," Total Transmission TM 80W-90","<p>Ulei de transmisie&nbsp;&nbsp;Total <strong>Transmission TM 80W-90; bidon 1L</strong></p>

<p><strong>Total Transmission TM 80W-90&nbsp;</strong>este un ulei recomandat in special <strong>cutiilor de viteze hipoidale</strong>.</p>

<p><strong>Proprietati</strong></p>

<p>-performante imbunatatite in conditii de presiune</p>

<p>-proprietati antispumare</p>

<p>-protectie sporita impotriva coroziunii si a depunerilor</p>

<p>-stabilitate ridicata</p>

<p><strong>Aprobari</strong></p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>
			<p>API GL-5</p>

			<p>MIL-L-2105D</p>
			</td>
		</tr>
	</tbody>
</table>

<p><strong>Specificatii</strong></p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>Vascozitate la 40 &ordm;C</td>
			<td>140 mm&sup2;/s</td>
		</tr>
		<tr>
			<td>Vascozitate la 100 &ordm;C</td>
			<td>14.5&nbsp;mm&sup2;/s</td>
		</tr>
		<tr>
			<td>Index de vascozitate</td>
			<td>105</td>
		</tr>
		<tr>
			<td>Punct de scurgere</td>
			<td>-27&ordm;</td>
		</tr>
		<tr>
			<td>Punct de fierbere</td>
			<td>208&ordm;</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
"," Total Transmission TM 80W-90","no","no","in_supplier_stock","24/10/2016 15:03:05","31/10/2016 13:35:28","",""
"3493544",,"1","207","active","ro","LM4421","FULL SINTETIC HYPOID GEAR 75W-140; 1L","full-sintetic-hypoid-gear-75w-140-1l-lm4421","FULL SINTETIC HYPOID GEAR 75W-140; 1L","Uleiuri auto; ulei cutie viteze; liqui;moly; hypoid; gear;","FULL SINTETIC HYPOID GEAR 75W-140; 1L","<p>Ulei pentru cutia de viteze Liqui Moly <strong>FULL SINTETIC HYPOID GEAR 75W-140; bidon 1L</strong></p>

<p><strong>FULL SINTETIC HYPOID GEAR 75W-140&nbsp;</strong>este un ulei full sintetic destinat in special <strong>cutiilor de viteze hipoidale</strong>, creat pentru a fi folosit pentru <strong>unitatile cu sau fara blocarea diferentialului</strong>.</p>

<p>Formula sa contine <strong>aditivi speciali</strong>, prin intermediul carora se asigura<strong> reducerea frecarii </strong>la nivelul cutiei de viteze.</p>

<p><strong>Proprietati</strong></p>

<p>-performante imbunatatite in ceea ce priveste pastrarea calitatilor la variatia temperaturilor</p>

<p>-reducerea zgomotului cauzat de transmisie</p>

<p>-protectie excelenta impotriva coroziunii si depunerilor</p>

<p>-rezistenta in timp</p>

<p>-performante imbunatatite in conditii de presiune</p>

<p>-asigura o crestere a intervalului de schimb&nbsp;</p>

<p><strong>Aprobari</strong></p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>
			<p>API GL5</p>

			<p>BMW real-axel tranmission oil</p>

			<p>Ford WSL-M2C 192A</p>

			<p>Scania STO 1:0</p>

			<p>VME</p>

			<p>ZF TE-ML 05D / TE-ML 12D / TE-ML 16G / TE-ML 21D</p>
			</td>
		</tr>
	</tbody>
</table>

<p><strong>Specificatii</strong></p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>Vascozitate la 40 &deg;C</td>
			<td>179 mm&sup2;/s ASTM D 7042-04</td>
		</tr>
		<tr>
			<td>Vascozitate la 100 &deg;C</td>
			<td>25,0 mm&sup2;/s ASTM D 7042-04</td>
		</tr>
		<tr>
			<td>Index de vascozitate</td>
			<td>172 DIN ISO 2909</td>
		</tr>
		<tr>
			<td>Punct de scurgere</td>
			<td>-51 &deg;C DIN ISO 3016</td>
		</tr>
		<tr>
			<td>Punct de fierbere</td>
			<td>208 &deg;C DIN ISO 2592</td>
		</tr>
	</tbody>
</table>

<p><strong>Ulei pentru cutia de viteze Liqui Moly</strong> <strong>FULL SINTETIC HYPOID GEAR 75W-140 este fabricat in Germania.</strong></p>
","FULL SINTETIC HYPOID GEAR 75W-140; 1L","no","no","not_in_stock","24/10/2016 15:29:36","31/10/2016 13:36:28","",""
"3493545",,"1","3","active","ro","03.9901-5801.2","Lichid de frana DOT 4; 0.5L","lichid-de-frana-dot-4-05l-039901-58012","Lichid de frana DOT 4; 0.5L","lichid; frana; ate; dot;","Lichid de frana DOT 4; 0.5L","<p>Lichid de frana <strong>DOT 4; 0.5L</strong></p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>Tip</td>
			<td>DOT4</td>
		</tr>
		<tr>
			<td>Cantitate</td>
			<td>0.5 L</td>
		</tr>
		<tr>
			<td>Punct de fierbere uscata/umeda</td>
			<td>260/165&ordm;C</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","Lichid de frana DOT 4; 0.5L","no","no","in_supplier_stock","24/10/2016 15:46:21","24/10/2016 15:46:21","",""
"3493547",,"1","49","active","ro","FBX100","Lichid de frana  DOT4; 1L","lichid-de-frana-dot4-1l-fbx100","Lichid de frana FBX100  DOT4; 1L","lichid; frana; FERODO; dot;","Lichid de frana FBX100 DOT4; 1L","<p>Lichid de frana <strong>FERODO FBX100 DOT4</strong>; 1L&nbsp;</p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>Tip</td>
			<td>DOT 4</td>
		</tr>
		<tr>
			<td>Cantitate</td>
			<td>1 L</td>
		</tr>
		<tr>
			<td>Punct de fierbere umeda/uscata</td>
			<td>159/240&ordm;C</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","Lichid de frana FBX100 DOT4; 1L","no","no","in_supplier_stock","24/10/2016 16:09:02","31/10/2016 13:37:21","",""
"3493548",,"1","49","active","ro","FBX050","Lichid de frana DOT 4; 0.5L","lichid-de-frana-dot-4-05l-fbx050","Lichid de frana FBX050 DOT 4; 0.5L","lichid; frana; FERODO; dot;","Lichid de frana DOT 4; 0.5L","<p>Lichid de frana<strong> Ferodo FBX050&nbsp;DOT 4</strong>; 0.5L&nbsp;</p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>Tip</td>
			<td>DOT 4</td>
		</tr>
		<tr>
			<td>Cantitate</td>
			<td>0.5 L</td>
		</tr>
		<tr>
			<td>Punct de fierbere umeda/uscata</td>
			<td>158/249&ordm;C</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","Lichid de frana FBX050 DOT 4; 0.5L","no","no","in_supplier_stock","24/10/2016 16:20:37","31/10/2016 13:37:39","",""
"3493549",,"1","49","active","ro","FBX025","Lichid de frana DOT 4; 0.25L","lichid-de-frana-dot-4-025l-fbx025","Lichid de frana FBX025 DOT 4; 0.25L","lichid; frana; FERODO; dot;","Lichid de frana FBX025 DOT 4; 0.25L","<p>Lichid de frana <strong>FERODO&nbsp;FBX025 DOT 4</strong>; 0.25L&nbsp;</p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>Tip</td>
			<td>DOT 4</td>
		</tr>
		<tr>
			<td>Cantitate</td>
			<td>0.25 L</td>
		</tr>
		<tr>
			<td>Punct de fierbere umeda/uscata</td>
			<td>158/249&nbsp;&ordm;</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","Lichid de frana FBX025 DOT 4; 0.25L","no","no","in_supplier_stock","24/10/2016 16:27:48","31/10/2016 13:38:08","",""
"3493550",,"1","49","active","ro","FBX500","Lichid de frana DOT 4; 5L","lichid-de-frana-dot-4-5l-fbx500","Lichid de frana FBX500 DOT 4; 5L","lichid; frana; FERODO; dot;","Lichid de frana FBX500 DOT 4; 5L","<p>Lichid de frana<strong> FERODO FBX500 DOT 4</strong>; 5L &nbsp;</p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>Tip</td>
			<td>DOT 4</td>
		</tr>
		<tr>
			<td>Cantitate</td>
			<td>5 L</td>
		</tr>
		<tr>
			<td>Punct de fierbere umeda/uscata</td>
			<td>158/249&ordm;C</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","Lichid de frana FBX500 DOT 4; 5L","no","no","in_supplier_stock","24/10/2016 16:33:19","31/10/2016 13:38:25","",""
"3493551",,"1","3","active","ro"," 03.9901-5803.2","Lichid de frana SL DOT 4; 5L","lichid-de-frana-sl-dot-4-5l-039901-58032","Lichid de frana DOT 4; 5L","lichid; frana; ate; dot;","Lichid de frana DOT 4; 5L","<p>Lichid de frana <strong>ATE SL DOT 4</strong>; 5L</p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>Tip</td>
			<td>DOT 4</td>
		</tr>
		<tr>
			<td>Cantitate</td>
			<td>5 L</td>
		</tr>
		<tr>
			<td>Punct de fierbere umeda/uscata</td>
			<td>165/260&ordm;C</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","Lichid de frana DOT 4; 5L","no","no","in_supplier_stock","24/10/2016 16:36:48","31/10/2016 13:38:44","",""
"3493552",,"1","49","active","ro","FBZ025","Lichid de frana DOT 5; 0.25 L","lichid-de-frana-dot-5-025-l-fbz025","Lichid de frana FBZ025 DOT 5; 0.25 L","lichid; frana; FERODO; dot;","Lichid de frana FBZ025 DOT 5; 0.25 L","<p>Lichid de frana <strong>FERODO FBZ025 DOT 5</strong>; 0.25 L</p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>Tip</td>
			<td>DOT 5</td>
		</tr>
		<tr>
			<td>Cantitate</td>
			<td>0.25 L</td>
		</tr>
		<tr>
			<td>Punct de fierbere umeda/uscata</td>
			<td>170/270&ordm;C</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","Lichid de frana FBZ025 DOT 5; 0.25 L","no","no","in_supplier_stock","24/10/2016 16:47:34","31/10/2016 13:53:13","",""
"3493553",,"1","49","active","ro","FBZ050","Lichid de frana DOT 5; 0.5 L","lichid-de-frana-dot-5-05-l-fbz050","Lichid de frana FBZ050 DOT 5; 0.5 L","lichid; frana; FERODO; dot;","Lichid de frana FBZ050 DOT 5; 0.5 L","<p>Lichid de frana<strong> FERODO&nbsp;FBZ050 DOT 5</strong>; 0.5 L</p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>Tip</td>
			<td>DOT 5</td>
		</tr>
		<tr>
			<td>Cantitate</td>
			<td>0.5 L</td>
		</tr>
		<tr>
			<td>Punct de fierbere umeda/uscata</td>
			<td>170/270&ordm;C</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","Lichid de frana FBZ050 DOT 5; 0.5 L","no","no","not_in_stock","24/10/2016 16:50:51","31/10/2016 13:38:58","",""
"3493554",,"1","49","active","ro","FBZ100","Lichid de frana DOT 5; 1 L","lichid-de-frana-dot-5-1-l-fbz100","Lichid de frana FBZ100 DOT 5; 1 L","lichid; frana; FERODO; dot;","Lichid de frana FBZ100 DOT 5; 1 L","<p>Lichid de frana <strong>FERODO&nbsp;FBZ100 DOT 5</strong>; 1 L</p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>Tip</td>
			<td>DOT 5</td>
		</tr>
		<tr>
			<td>Cantitate&nbsp;</td>
			<td>1L</td>
		</tr>
		<tr>
			<td>Punct de fierbere umeda/uscata</td>
			<td>170/270&ordm;C</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","Lichid de frana FBZ100 DOT 5; 1 L","no","no","in_supplier_stock","24/10/2016 16:53:44","31/10/2016 13:39:19","",""
